page_path,total_traffic,total_logins,navbar_cta_clicks,navbar_cta_logins,inline_cta_clicks,inline_cta_logins,sticky_cta_clicks,sticky_cta_logins,top_cta_clicks,top_cta_logins,exit_cta_clicks,exit_cta_logins,rhs_banner_cta_clicks,rhs_banner_cta_logins,bottom_mini_calculator_cta_clicks,bottom_mini_calculator_cta_logins
/s/new-annual-information-statement-ais,"6,366",8,170,0,69,0,96,0,34,1,587,0,4,0,2,0
/s/sbi-atm-withdrawal-limit,"6,341",3,22,0,29,0,64,0,14,1,"1,088",0,2,0,0,0
/s/capital-gain-exemption,"6,326",5,50,1,18,0,19,0,15,0,727,1,15,0,4,0
/s/stamp-duty-and-registration-charges-in-maharashtra,"6,293",7,65,0,2,0,82,1,13,1,"1,157",0,4,0,0,0
/s/post-office-fd-calculator,"6,272",4,102,0,2,0,492,0,26,0,"1,694",2,1,0,0,0
/s/tamil-nadu-government-1000-rupees-scheme,"6,261",18,255,0,219,2,"1,017",4,23,1,"1,108",0,2,0,0,0
/s/gstr-3b,"6,255",1,86,0,72,1,63,0,34,0,0,0,0,0,0,0
/s/top-performing-nps-schemes,"6,241",4,27,0,22,0,61,0,118,2,"1,218",1,3,0,2,0
/s/sbi-statement-password,"6,228",23,65,0,45,1,327,2,41,0,823,1,5,0,0,0
/s/aadhaar-card,"6,227",28,"1,242",0,490,2,"1,602",2,186,0,814,2,10,0,0,0
/s/post-office-monthly-income-scheme-pomis,"6,176",5,109,0,54,0,90,0,24,0,"1,855",0,7,0,1,0
/s/how-to-check-aadhar-card-pan-card-link-status,"6,153",140,"1,095",0,145,0,"3,010",10,275,10,"2,395",10,20,0,5,0
/s/how-to-link-mobile-number-with-voter-id,"6,125",29,389,2,141,1,583,3,38,0,"1,768",6,7,0,0,0
/s/tax-on-foreign-remittance,"6,123",2,13,0,36,0,37,0,16,0,825,0,11,0,3,0
/s/gstr-9-annual-return,"6,116",2,43,0,120,0,30,0,26,0,0,0,0,0,0,0
/s/tds-refund,"6,108",17,188,0,197,1,448,2,66,1,790,0,15,0,0,0
/s/canara-bank-gold-loan-interest-rate,"6,078",6,35,0,75,0,70,1,25,0,"1,156",1,3,0,0,0
/s/other-income-sources,"6,046",1,36,0,63,0,55,0,19,0,651,0,8,0,5,0
/s/inflation-calculator,"5,946",2,73,0,6,0,355,1,24,0,665,0,3,0,0,0
/s/capital-gains-accounts-scheme,"5,927",5,25,0,30,0,54,0,22,0,"1,177",3,12,0,0,0
/s/ippb-customer-id,"5,901",30,251,2,141,0,669,4,66,0,919,1,7,0,0,0
/s/ration-card,"5,880",24,275,0,228,1,517,3,74,0,520,1,4,0,0,0
/s/tax-implications-for-nri-willing-to-sell-property-in-india,"5,858",4,27,0,48,0,31,0,14,0,993,3,8,0,1,0
/s/post-office-holidays-2025,"5,842",6,21,0,68,2,65,0,10,0,811,1,3,0,0,0
/s/senior-citizen-card,"5,837",39,309,3,525,0,782,2,25,1,"1,668",6,10,1,0,0
/s/epf-interest-taxation-exceeding-2-5-lakh,"5,824",,34,,12,,26,,8,,619,,5,,2,
/s/section-43bh-of-income-tax-act,"5,787",1,17,0,42,0,8,0,19,0,552,0,10,0,0,0
/s/central-bank-of-india-cif-number,"5,764",14,169,1,117,1,328,1,25,0,"1,149",2,3,0,0,0
/s/professional-tax-west-bengal,"5,668",5,103,0,61,1,82,0,19,0,550,0,10,0,1,0
/s/section-54ec-bonds,"5,660",6,24,1,25,0,35,0,8,0,746,2,10,1,1,0
/s/gst-law-goods-and-services-tax,"5,641",5,252,0,90,0,119,0,42,0,0,0,0,0,0,0
/s/nps-national-pension-scheme,"5,639",3,70,0,4,0,44,0,58,0,720,0,6,0,7,0
/s/bank-account-transfer-application,"5,566",7,52,0,66,0,190,0,24,0,925,0,5,0,0,0
/s/new-tax-regime-frequently-asked-questions,"5,555",1,41,0,16,0,24,0,16,0,618,0,6,0,3,0
/s/fd-calculator,"5,552",,252,,13,,396,,47,,"1,040",,8,,1,
/s/taxability-on-nps-employers-contribution,"5,532",6,27,0,18,0,37,0,29,0,605,1,5,0,4,0
/s/freelance-professional-business-income,"5,521",7,42,0,36,1,20,0,17,1,712,0,9,0,2,0
/s/tds-under-section-194s-of-income-tax-act,"5,520",3,21,2,27,0,10,0,16,0,3,0,2,0,0,0
/s/what-is-financial-year-assessment-year,"5,510",3,62,0,40,0,43,0,25,0,438,0,4,0,1,0
/s/get-certificate-claiming-deduction-section-80ddb,"5,416",2,21,0,31,0,15,0,14,0,506,0,5,0,1,0
/s/download-tds-rpu-latest-version,"5,352",18,117,0,73,0,8,0,41,0,0,0,3,0,0,0
/s/kisan-vikas-patra,"5,332",3,24,1,51,0,55,0,17,0,"1,306",1,4,0,0,0
/s/how-to-save-tax-in-new-tax-regime,"5,325",6,37,0,50,0,17,0,43,0,708,0,12,0,0,0
/s/section-80e-deduction-interest-education-loan,"5,318",3,13,0,6,0,25,0,28,0,491,0,10,0,1,0
/s/haryana-government-holiday-list-2025,"5,296",2,20,0,21,1,58,1,20,0,254,0,2,0,0,0
/s/itr1,"5,293",8,100,0,52,0,147,1,36,0,454,0,11,0,4,0
/s/how-to-withdraw-pension-contribution-in-epf,"5,266",9,62,0,72,0,194,1,27,3,"1,066",0,8,0,1,0
/s/ppp-family-id,"5,262",21,402,1,254,2,485,7,35,0,280,0,3,0,0,0
/s/goods-transport-agency-under-gst,"5,252",,20,,6,,35,,14,,0,,0,,0,
/s/ckyc-india,"5,239",13,275,1,108,0,636,5,26,0,728,1,9,0,0,0
/s/employment-linked-incentive-scheme,"5,238",4,94,0,109,0,404,0,30,1,670,1,10,0,0,0
/s/income-tax-processing,"5,194",7,74,1,33,0,64,1,6,0,895,2,8,0,2,0
/s/us-tariff-on-india,"5,190",1,287,0,6,0,42,0,0,0,"1,994",0,9,0,0,0
/s/nsc-calculator,"5,180",3,46,0,4,0,283,1,20,0,"1,099",1,3,0,0,0
/s/karnataka-government-holiday-list-2025,"5,173",3,15,0,21,0,49,0,7,0,362,0,8,0,0,0
/s/cin-corporate-identification-number,"5,156",4,181,0,65,0,141,2,24,1,3,0,0,0,1,0
/s/up-government-holiday-list-2025,"5,146",3,18,0,11,1,98,0,15,0,550,0,0,0,0,0
/s/viksit-bharat-2047,"5,134",5,102,0,87,0,228,0,34,0,"1,610",1,7,0,0,0
/s/schedule-al-itr-applicability,"5,121",3,15,0,37,1,23,0,4,0,398,0,7,0,2,0
/s/how-to-track-sbi-debit-card,"5,120",30,144,0,224,3,427,5,31,0,690,1,2,0,0,0
/s/discount-calculator,"5,118",5,54,0,5,0,479,1,16,0,510,4,1,0,0,0
/s/best-bank-for-salary-account,"5,115",3,13,0,15,0,27,0,9,0,742,1,7,0,0,0
/s/taxation-on-esop-rsu-stock-options,"5,102",5,19,0,4,0,13,1,12,0,653,1,0,0,1,0
/s/gst-returns,"5,071",4,191,1,76,0,100,0,55,1,0,0,0,0,0,0
/s/what-is-sgst-cgst-igst,"5,067",,37,,42,,83,,24,,0,,0,,0,
/s/section-80u-deduction,"5,065",3,19,0,21,0,43,0,10,0,543,0,9,0,4,0
/s/accounting-golden-rules,"5,054",2,55,0,34,0,64,0,27,0,6,0,0,0,1,0
/s/stamp-duty-and-registration-charges-in-tamil-nadu,"5,050",8,33,0,0,0,66,2,12,1,"1,196",2,4,0,0,0
/s/itc-reversal-gst,"5,050",1,22,0,30,0,56,0,14,0,0,0,0,0,0,0
/s/about-us,"5,007",,898,,0,,0,,0,,0,,0,,0,
/s/consent-letter-gst-registration-format-requirements,"5,003",5,31,0,26,0,89,0,18,0,0,0,0,0,0,0
/s/how-to-download-itr-v-acknowledgement,"4,992",12,384,1,27,0,303,2,39,0,424,1,2,0,0,0
/s/deferred-tax-asset-deferred-tax-liability-dta-dtl,"4,987",2,27,0,16,0,20,1,10,0,0,0,2,0,0,0
/s/kvp-kisan-vikas-patra-calculator,"4,979",2,113,0,11,0,243,0,21,0,842,1,11,0,0,0
/s/how-to-change-photo-and-signature-in-pan-card,"4,977",16,118,0,168,3,432,4,27,0,574,0,3,0,0,0
/s/post-office-monthly-income-scheme-calculator,"4,955",2,70,0,11,0,385,0,7,0,596,0,0,0,0,0
/s/tax-on-upi-transactions,"4,953",4,8,0,33,0,42,0,10,0,958,0,3,0,1,0
/s/e-shram-card,"4,944",33,630,1,397,4,805,6,82,2,844,2,5,0,0,0
/s/indian-bank-balance-check-number,"4,936",10,121,1,32,0,349,3,47,1,800,4,2,0,0,0
/s/disclosure-of-foreign-assets-in-income-tax-return,"4,932",11,66,1,42,0,28,1,23,0,534,3,5,0,0,0
/s/labour-card,"4,931",43,418,0,7,0,834,5,109,0,820,5,6,0,0,0
/s/nps-calculator,"4,906",,75,,12,,272,,19,,"1,007",,2,,1,
/s/itr4,"4,891",1,68,0,47,0,41,0,21,1,480,0,7,0,1,0
/s/how-to-apply-for-atm-card-in-sbi,"4,886",12,281,0,205,2,960,7,41,0,780,0,6,0,0,0
/s/reverse-gst-calculator,"4,878",4,46,0,2,0,166,0,28,0,647,1,7,0,0,0
/s/ppf-withdrawal-rules,"4,876",9,16,1,21,0,34,0,5,0,"1,327",0,5,0,0,0
/s/capital-gains-tax-savings-on-sale-of-agricultural-land,"4,869",2,19,0,26,1,36,0,23,0,885,0,15,0,0,0
/s/salary-income,"4,839",3,"2,016",0,390,0,273,0,177,0,"1,344",0,24,0,63,0
/s/sovereign-gold-bonds,"4,772",9,18,1,26,0,43,0,9,0,577,1,5,0,0,0
/s/bank-of-india-boi-statement-passwordâ€‹,"4,753",6,19,0,0,0,275,2,0,0,578,3,0,0,0,0
/s/form-3cd,"4,749",7,44,0,166,0,44,0,18,0,620,0,12,0,0,0
/s/uniform-allowance,"4,735",7,16,1,12,0,19,0,5,0,310,0,4,0,0,0
/s/section-194d-194da-income-tax,"4,726",1,14,0,15,0,14,0,11,0,2,0,1,0,0,0
/s/atm-withdrawal-limit,"4,726",1,30,0,31,1,59,0,20,0,637,0,0,0,0,0
/s/set-off-carry-forward-capital-losses,"4,662",5,25,0,26,0,17,0,8,0,497,0,6,0,1,0
/s/partner-hrone,"4,657",20,495,1,0,0,0,0,15,0,0,0,0,0,0,0
/s/special-allowance-india,"4,645",3,20,0,51,0,11,0,7,0,433,0,2,0,3,0
/s/tds-challan-correction,"4,629",5,34,0,35,0,22,0,15,1,1,0,0,0,1,0
/s/maharashtra-government-holiday-list-2025,"4,628",6,8,0,12,0,41,0,14,0,413,0,4,0,0,0
/s/chapter-99-services-sac-code-gst-rate,"4,617",3,44,1,0,0,0,0,26,2,0,0,0,0,0,0
/s/section-16-of-income-tax-act,"4,608",,32,,48,,15,,10,,349,,2,,0,
/s/pay-income-tax-due,"4,583",4,155,0,39,0,87,0,26,0,561,1,3,0,0,0
/s/sft,"4,581",2,39,0,29,0,18,0,18,0,542,0,14,0,3,0
/s/canara-bank-balance-check-number,"4,563",2,36,0,84,0,142,0,30,0,624,1,4,0,0,0
/s/tds-and-tcs-changes-from-april-2025,"4,557",6,55,0,67,1,24,0,47,1,430,0,9,0,0,0
/s/how-to-apply-for-pan,"4,557",22,451,0,320,4,800,6,94,0,444,1,5,0,2,0
/s/aadhaar-card-password-and-how-to-open-it,"4,554",13,87,1,155,2,363,0,14,0,225,0,5,0,1,0
/s/state-wise-threshold-limits-e-way-bills,"4,536",2,16,0,36,0,32,1,6,0,0,0,0,0,0,0
/s/mahalakshmi-scheme-telangana,"4,530",10,117,0,238,1,509,2,42,0,668,3,8,0,0,0
/s/gst-cases-where-input-tax-credit-is-unavailable,"4,513",1,14,0,24,0,19,0,10,0,0,0,0,0,0,0
/s/apaar-id-card,"4,509",29,788,2,252,3,697,2,51,1,464,0,4,0,0,0
/s/down-payment-calculator,"4,506",3,109,0,2,0,853,1,19,0,977,0,1,0,0,0
/s/section-194o,"4,456",4,14,0,26,0,8,0,10,0,1,0,0,0,0,0
/s/unified-pension-scheme-ups,"4,455",3,46,0,32,0,95,1,30,0,"1,673",1,2,0,0,0
/s/rule-86b-under-gst-restriction-on-itc-utilisation,"4,442",1,9,0,80,0,20,0,29,0,0,0,0,0,0,0
/s/interest-imposed-by-income-tax-department-under-section-234b,"4,441",7,6,0,17,0,7,0,12,0,2,0,2,0,0,0
/s/e-pan-card,"4,438",28,131,0,88,1,229,2,27,0,241,2,2,0,0,0
/s/late-tax-return,"4,436",2,13,0,19,0,29,0,13,0,438,1,5,0,2,0
/s/stamp-duty-and-registration-charges-in-up,"4,432",7,39,0,2,0,61,1,11,0,833,2,1,0,0,0
/s/speculative-income,"4,415",5,17,0,27,0,8,0,8,0,396,0,9,0,1,0
/s/tax-on-online-gaming-in-india,"4,414",3,19,0,37,0,40,0,15,0,436,0,3,0,1,0
/s/odisha-ration-card,"4,397",18,257,0,114,1,539,2,67,0,403,4,5,0,0,0
/s/impact-gst-food-services-restaurant-business,"4,395",1,26,0,44,0,36,0,13,0,0,0,0,0,0,0
/s/legal-heir-certificate-format-download,"4,395",4,51,0,65,0,207,0,14,0,607,0,5,0,0,0
/s/domicile-certificate-bihar,"4,384",19,268,0,367,3,490,1,67,0,552,1,4,1,0,0
/s/section-40a3-of-income-tax-act,"4,378",3,20,0,0,0,18,0,21,0,450,0,0,0,0,0
/s/nri-status-and-taxation,"4,370",15,26,0,78,0,21,0,17,0,733,0,9,0,0,0
/s/rsu-restricted-stock-unit,"4,353",99,60,0,44,1,8,0,16,0,536,1,9,0,0,0
/s/tcs-on-car-purchase,"4,335",4,28,0,37,0,35,0,12,0,2,0,0,0,1,0
/s/bank-of-maharashtra-balance-check-number,"4,332",1,65,0,4,0,160,1,7,0,825,0,0,0,0,0
/s/tds-journal-entry,"4,317",4,35,0,23,0,33,0,8,1,0,0,0,0,2,0
/s/income-tax-buyback-shares,"4,300",3,3,0,18,0,16,0,13,0,8,0,0,0,0,0
/s/ao-code-for-pan-card,"4,293",7,38,0,39,0,121,0,29,0,381,0,3,0,0,0
/s/duplicate-voter-id-card-download,"4,277",10,58,0,57,1,236,0,23,0,738,0,4,0,0,0
/s/careers,"4,273",,651,,0,,0,,0,,0,,0,,0,
/s/rooftop-solar-scheme,"4,262",5,139,1,85,0,363,1,149,0,"1,075",0,2,0,0,0
/s/epfo-3-0-pf-withdrawal-atm-upi,"4,258",7,76,0,93,1,270,1,36,0,604,1,4,0,1,0
/s/tds-on-transportation-charges,"4,256",,13,,19,,13,,13,,0,,2,,2,
/s/what-to-do-income-tax-refund-is-delayed,"4,255",7,31,1,36,0,63,0,8,0,921,0,4,0,0,0
/s/gst-registration-documents-checklist,"4,250",3,39,0,10,0,55,0,12,0,0,0,0,0,0,0
/s/how-to-upload-tds-returns-on-the-income-tax-website,"4,244",10,131,1,116,0,156,2,30,1,2,0,2,0,0,0
/s/maintenance-services-gst-rates-sac-code-9987,"4,240",,119,,0,,0,,0,,0,,0,,0,
/s/section-115h-of-the-income-tax-act,"4,232",7,32,0,13,1,5,0,16,0,203,1,1,0,0,0
/s/instant-pan-through-aadhaar,"4,218",19,243,0,170,2,665,5,41,0,298,0,6,0,0,0
/s/hp-gas-booking-number,"4,213",12,34,1,63,1,189,0,15,0,643,1,1,0,0,0
/s/sbi-personal-loan-emi-calculator,"4,200",7,65,1,9,0,649,2,24,0,"1,414",0,1,0,0,0
/s/sbi-mobile-banking,"4,169",14,334,4,115,1,586,2,77,1,729,3,7,0,1,0
/s/revise-return,"4,163",6,82,0,37,2,77,0,16,0,570,0,2,1,0,0
/s/sbi-account-number,"4,155",7,140,0,147,0,490,3,39,0,427,1,6,0,0,0
/s/indane-gas-booking-number,"4,135",11,40,0,32,1,184,2,18,0,502,2,3,0,0,0
/s/professional-tax,"4,134",4,30,0,34,0,20,0,13,0,351,0,9,1,0,0
/s/income-tax-changes-from-april-2025,"4,126",5,66,0,46,0,38,0,30,2,546,1,5,0,5,0
/s/capital-gains-exemption-on-sale-of-land,"4,106",5,20,0,23,0,53,0,27,0,779,0,10,0,0,0
/s/pan-card-active-status,"4,102",15,86,1,75,2,179,2,13,0,262,0,1,0,0,0
/s/section-80eeb-deduction-purchase-electric-vehicle,"4,099",4,15,0,9,0,10,1,7,0,358,0,3,0,1,0
/s/how-to-file-income-tax-return-for-last-years,"4,096",7,50,1,59,0,59,1,19,0,415,0,10,0,1,0
/s/how-to-save-tax-for-salary-above-12-lakhs,"4,091",5,25,0,1,0,51,0,8,0,767,0,8,0,6,0
/s/voter-id-download,"4,086",18,247,2,323,2,594,3,45,0,550,2,2,0,0,0
/s/input-service-distributor-under-gst,"4,085",1,30,0,50,0,37,0,26,0,0,0,0,0,0,0
/s/goods-transport-services-gst-rates-sac-code-9965,"4,074",,55,,0,,0,,5,,0,,0,,0,
/s/form-67-claim-foreign-tax-credit,"4,050",6,49,1,28,0,18,1,33,1,431,0,0,0,0,0
/s/freight-charges-hsn-code-and-gst-rate,"4,048",1,20,0,22,0,21,0,7,0,0,0,0,0,0,0
/s/dearness-allowance,"4,032",5,25,0,43,0,31,0,13,0,414,0,4,0,1,0
/s/petrol-and-diesel-tax,"4,015",,43,,12,,33,,14,,"1,051",,2,,0,
/s/tax-benefit-salaried-employee-car-provided-employer,"4,001",2,29,0,14,0,24,0,7,0,431,0,5,0,1,0
/s/how-to-file-itr-for-mutual-funds,"3,998",5,42,1,41,0,32,1,19,2,520,1,8,0,1,0
/s/income-tax,"3,989",18,"2,493",3,195,0,276,0,462,3,"1,164",0,33,0,24,0
/s/how-to-activate-sbi-debit-card,"3,978",1,64,0,18,0,113,0,13,0,961,0,3,0,0,0
/s/gst-input-tax-credit-utilisation,"3,976",,22,,10,,52,,19,,0,,0,,0,
/s/income-tax-return-for-insurance-agents,"3,962",6,14,0,22,0,21,0,10,0,444,0,13,1,0,0
/s/atm-withdrawal-charges,"3,954",5,13,0,3,0,50,0,11,1,815,2,1,0,0,0
/s/how-to-surrender-pan-card-or-make-corrections,"3,924",14,76,0,67,0,171,0,13,0,584,1,5,0,0,0
/s/gpf-calculator,"3,915",5,54,0,10,0,534,0,41,1,"1,138",2,2,0,0,0
/s/gst-on-upi-payments,"3,914",3,16,0,78,0,64,0,9,0,0,0,0,0,0,0
/s/other-professional-services-gst-rates-sac-code-9983,"3,896",,128,,0,,0,,0,,0,,0,,0,
/s/voter-list-west-bengal,"3,895",33,288,4,4,0,955,10,50,1,392,2,2,0,0,0
/s/depreciation-calculator,"3,846",7,76,0,1,0,341,2,10,0,385,0,0,0,0,0
/s/esic,"3,844",4,44,0,21,0,27,0,11,0,1,0,0,0,1,0
/s/section-44ae-of-the-income-tax-act,"3,839",4,12,0,14,0,8,0,14,0,330,1,9,0,3,0
/s/superannuation,"3,832",4,13,0,38,0,16,0,7,0,498,2,9,0,0,0
/s/domicile-certificate-maharashtra,"3,814",11,80,1,70,0,165,1,23,1,609,1,3,0,0,0
/s/deductions-for-salaried-employees,"3,807",2,25,1,3,0,14,0,12,0,324,0,7,1,0,0
/s/pan-card-acknowledgement-number,"3,805",24,96,0,109,1,312,1,9,0,341,0,4,0,0,0
/s/gst-impact-on-gold,"3,774",,32,,43,,79,,12,,0,,0,,0,
/s/section-57-of-the-income-tax,"3,773",4,10,0,28,0,9,0,10,0,286,0,0,0,0,0
/s/how-to-open-pan-card-password,"3,759",22,124,1,117,0,349,4,18,1,235,0,3,0,0,0
/s/tds-on-fd-interest,"3,750",3,12,0,31,0,33,0,1,0,4,0,1,0,0,0
/s/filing-form-10e-claim-relief-section-89-1,"3,745",5,39,0,30,0,62,0,26,0,338,0,10,0,1,0
/s/lakshmir-bhandar-scheme,"3,744",11,152,1,179,2,299,1,25,1,544,2,3,0,0,0
/s/hdfc-bank-savings-account,"3,736",4,37,1,28,0,45,1,4,0,650,0,3,0,0,0
/s/direct-expenses-indirect-expenses-list,"3,729",3,38,0,21,1,42,0,15,0,1,0,0,0,0,0
/s/how-to-renew-passport,"3,710",10,98,1,77,3,194,0,18,1,608,0,3,0,0,0
/s/cleartax-itr-filing-guide,"3,706",2,72,0,0,0,0,0,0,0,0,0,0,0,0,0
/s/section-234e-late-filing-penalty-fee-tds-tcs-returns,"3,705",,30,,15,,36,,19,,0,,2,,0,
/s/icici-bank-savings-account,"3,704",1,27,0,13,0,32,0,23,0,676,0,2,0,0,0
/s/chapter-61-apparel-clothing-accessories-knitted-crocheted-gst-rate-hsn-code,"3,688",,16,,0,,0,,8,,0,,0,,0,
/s/section-37-of-income-tax,"3,681",2,8,0,23,0,8,0,14,0,395,0,2,0,0,0
/s/partner-lazypay,"3,663",41,423,2,0,0,0,0,15,0,0,0,0,0,0,0
/s/tcs-section-2061h-finance-act-2020-e-invoicing-gst,"3,661",,4,,13,,14,,8,,0,,0,,0,
/s/commutation-of-pension,"3,651",3,26,0,45,0,72,0,21,0,"1,079",2,6,0,0,0
/s/income-tax-e-verification-evc,"3,646",11,242,4,38,1,200,0,62,0,369,1,6,0,0,0
/s/pan-card-fees,"3,636",4,23,0,25,0,222,1,16,2,366,1,1,0,0,0
/s/retirement-age-in-india,"3,630",2,14,0,910,0,30,0,13,0,743,1,1,0,0,0
/s/securities-transaction-tax-stt,"3,626",4,21,0,26,0,16,0,11,0,348,1,6,0,0,0
/s/edli,"3,618",5,76,1,45,0,198,2,24,1,510,0,8,0,1,0
/s/up-ration-card,"3,597",15,166,0,283,1,624,4,38,0,377,0,2,0,0,0
/s/resident-indians-should-disclose-us-stocks-in-itr,"3,597",10,62,2,29,1,12,0,19,0,345,2,3,0,0,0
/s/professional-tax-karnataka,"3,588",1,39,1,19,0,26,0,7,0,342,0,11,0,0,0
/s/icai-guidance-note-for-non-corporate-entities,"3,569",1,24,0,86,0,44,0,17,0,0,0,0,0,0,0
/s/what-is-auto-sweep-facility,"3,565",1,18,0,25,0,62,0,13,0,"1,006",0,3,0,0,0
/s/taxability-sale-land-building-section-50c,"3,557",,5,,23,,9,,8,,503,,1,,0,
/s/present-value-calculator,"3,551",,24,,4,,222,,13,,477,,1,,0,
/s/voluntary-provident-fund,"3,547",3,32,0,31,0,24,0,9,0,437,0,0,0,2,0
/s/tatkal-passport,"3,543",2,25,0,0,0,96,1,17,0,507,0,1,0,0,0
/s/sukanya-samriddhi-yojana-ssy-calculator,"3,543",2,54,1,3,0,264,0,11,1,924,0,2,0,0,0
/s/how-to-save-tax-for-salary-above-13-lakhs,"3,532",1,18,0,14,0,37,0,3,0,614,0,2,0,0,0
/s/police-verification-for-passport,"3,529",1,22,0,27,1,67,0,14,0,769,0,1,0,0,0
/s/pf-taxable-interest-calculation,"3,514",3,10,0,13,0,20,0,7,0,333,0,2,0,3,0
/s/section-64-clubbing-income,"3,505",2,19,0,15,0,28,0,10,1,620,0,9,0,1,0
/s/hdfc-bank-statement-password,"3,504",11,55,0,19,1,119,1,16,1,351,2,2,0,0,0
/s/partner-paytm-money,"3,501",24,323,0,0,0,0,0,12,0,0,0,0,0,0,0
/s/hdfc-bank-customer-id,"3,498",8,230,1,103,1,305,2,21,0,432,0,2,0,0,0
/s/types-of-taxes-in-india-direct-and-indirect-tax,"3,494",2,45,1,39,0,55,1,14,0,616,0,9,0,4,0
/s/bank-holidays-2025-mumbai,"3,467",,9,,8,,29,,6,,408,,2,,0,
/s/car-bike-depreciation-rate,"3,465",2,18,0,8,0,20,0,14,0,344,0,3,0,0,0
/s/repo-rate,"3,462",1,28,0,3,0,12,0,8,0,547,0,4,0,2,0
/s/axis-bank-savings-account-interest-rate,"3,455",4,25,1,15,0,31,0,11,3,666,0,3,0,0,0
/s/gst-unit-quantity-code-uqc,"3,452",,38,,42,,22,,20,,0,,0,,0,
/s/form-16-password,"3,446",3,37,0,17,1,43,0,17,0,245,0,6,0,0,0
/s/exemptions-gst-goods,"3,445",1,23,0,22,0,25,0,6,0,0,0,0,0,0,0
/s/bank-holidays-2025-karnataka,"3,428",,13,,1,,36,,9,,326,,3,,0,
/s/highest-tax-payer-in-india,"3,425",,25,,16,,20,,8,,467,,3,,0,
/s/returns-under-the-gst-law,"3,423",,84,,48,,42,,8,,0,,0,,0,
/s/max-itc,"3,420",11,310,1,0,0,189,7,0,0,0,0,0,0,0,0
/s/gng-electronics-ipo-allotment-status-check,"3,417",8,17,0,2,0,134,2,0,0,12,0,0,0,0,0
/s/gst-on-labour-charges,"3,413",2,12,0,34,0,23,0,7,0,0,0,0,0,0,0
/s/presumptive-taxation-under-sec-44ad-and-44ae,"3,412",2,29,0,22,0,11,0,16,0,370,0,1,0,1,0
/s/telephone-and-internet-allowance-tax-exemption,"3,406",2,6,0,51,0,4,0,9,0,216,0,3,0,0,0
/s/maternity-benefit-act,"3,399",,24,,26,,39,,21,,5,,0,,0,
/s/section-112-calculate-income-tax-on-long-term-capital-gains,"3,391",4,12,0,11,0,9,0,6,1,308,0,0,0,1,0
/s/know-your-gstin,"3,391",,37,,48,,115,,37,,0,,0,,0,
/s/sbi-bank-holidays-list-2025,"3,386",2,37,0,12,0,56,1,6,0,695,0,4,0,0,0
/s/pricing-paid,"3,383",205,760,8,0,0,327,3,14,0,28,0,0,0,0,0
/s/interest-imposed-by-income-tax-department-under-section-234a,"3,372",3,4,0,7,0,9,0,7,0,2,0,2,0,3,0
/s/mutual-fund-calculator,"3,366",1,63,0,4,0,304,0,14,0,781,1,1,0,0,0
/s/gst-on-construction,"3,360",1,12,0,28,0,17,0,17,0,0,0,0,0,0,0
/s/domicile-certificate-west-bengal,"3,358",12,158,0,93,0,235,0,26,0,723,1,11,0,0,0
/s/tcs-on-overseas-tour-package,"3,354",4,11,0,2,0,17,0,7,0,2,0,0,0,0,0
/s/input-tax-credit-under-gst,"3,337",,26,,14,,14,,7,,0,,0,,0,
/s/emi-calculator,"3,325",4,77,0,4,0,101,1,19,1,596,0,0,0,0,0
/s/section-143-1-it-act,"3,319",4,65,0,48,0,99,1,48,1,448,0,6,0,2,0
/s/bank-holidays-list-2025,"3,311",1,21,0,19,0,47,0,8,0,288,1,0,0,0,0
/s/restricted-refund,"3,310",5,19,0,60,0,28,1,5,0,345,0,6,0,0,0
/s/pnb-balance-check-number,"3,306",1,41,0,67,0,163,0,17,0,632,0,4,0,0,0
