page_path,total_traffic,total_logins,navbar_cta_clicks,navbar_cta_logins,inline_cta_clicks,inline_cta_logins,sticky_cta_clicks,sticky_cta_logins,top_cta_clicks,top_cta_logins,exit_cta_clicks,exit_cta_logins,rhs_banner_cta_clicks,rhs_banner_cta_logins,bottom_mini_calculator_cta_clicks,bottom_mini_calculator_cta_logins
/s/retirement-planning-calculator,"3,302",3,34,0,7,0,205,0,12,0,671,3,0,0,1,0
/s/gst-collection-july-2025,"3,292",1,16,0,0,0,54,0,69,0,0,0,0,0,0,0
/s/accounting-standards,"3,286",1,42,0,23,0,41,0,11,0,0,0,0,0,0,0
/s/section-80ggc-of-income-tax-act,"3,284",1,9,0,8,0,15,0,8,1,281,0,2,0,1,0
/s/lic-bima-sakhi-yojana,"3,278",7,55,0,129,0,211,2,20,0,"1,122",1,8,0,0,0
/s/average-salary-in-india,"3,262",2,25,0,20,0,72,1,7,0,390,0,2,0,0,0
/s/form-12ba,"3,261",1,16,0,23,0,12,0,7,0,190,0,6,0,1,0
/s/gst-news-and-announcements,"3,250",3,101,1,4,0,24,0,58,0,0,0,0,0,0,0
/s/post-office-ppf-calculator,"3,250",3,56,0,7,0,407,0,12,0,849,0,1,0,0,0
/s/indexation-helps-reduce-tax-debt-fund-gains,"3,247",3,13,0,36,0,21,0,14,0,348,1,4,0,0,0
/s/applicability-ind-as,"3,244",,10,,23,,8,,7,,1,,1,,0,
/s/link-aadhaar-uan-pf,"3,244",21,171,0,16,1,420,4,41,2,342,0,6,0,0,0
/s/itr-if-taxable-income-is-below-basic-exemption-limit,"3,244",2,37,0,12,0,24,0,9,0,354,1,2,0,1,0
/s/section-194d-tds,"3,238",4,6,0,9,0,8,0,7,1,2,0,0,0,0,0
/s/link-aadhaar-ration-card,"3,232",16,172,1,116,0,419,1,26,0,271,1,6,0,0,0
/s/letter-of-authorization-for-gst,"3,230",,17,,0,,35,,6,,0,,0,,0,
/s/epf-claim-rejected-reasons-and-how-to-apply-again,"3,222",8,25,0,11,0,74,1,15,0,300,1,3,0,0,0
/s/gstr4-composition-dealer-gst-return,"3,201",1,20,0,72,0,16,0,12,0,0,0,0,0,0,0
/s/aadabidda-nidhi-scheme,"3,198",4,86,0,212,0,280,1,21,0,568,0,4,0,0,0
/s/gst-on-cars,"3,195",2,15,0,4,0,61,1,6,0,0,0,0,0,0,0
/s/section-80jja-income-tax-act,"3,189",2,2,0,27,0,4,0,7,0,250,1,3,0,2,0
/s/documents-required-for-income-tax-return-filing,"3,174",1,37,0,19,0,34,0,14,0,326,1,2,0,0,0
/s/differences-between-neft-rtgs-imps,"3,172",2,23,0,5,0,22,0,6,0,505,0,6,0,0,0
/s/bihar-ration-card,"3,166",31,262,3,242,3,452,7,55,0,466,3,5,0,0,0
/s/best-zero-balance-account-in-india,"3,154",8,17,0,16,0,150,1,19,0,375,1,0,0,0,0
/s/consequences-cheque-bounce-notice,"3,153",2,18,0,22,0,35,1,9,0,852,0,3,0,0,0
/s/sbi-net-banking-password-reset,"3,150",15,214,1,57,0,285,0,0,0,474,1,3,0,0,0
/s/construction-services-gst-rates-sac-code-9954,"3,149",,129,,0,,0,,8,,0,,0,,0,
/s/gst-on-flat-purchase,"3,144",3,19,0,28,1,41,0,4,0,0,0,0,0,0,0
/s/support-services-gst-rates-sac-code-9985,"3,126",,82,,0,,0,,2,,0,,0,,0,
/s/tax-on-gold-in-india,"3,116",2,22,0,24,0,13,0,4,0,568,0,1,0,0,0
/s/what-is-mca21-portal,"3,080",7,236,1,17,0,18,0,52,1,0,0,0,0,0,0
/s/stamp-duty-and-registration-charges-in-karnataka,"3,072",3,15,0,1,0,42,0,9,0,520,0,4,0,0,0
/s/minimum-wages-in-maharashtra,"3,069",2,77,0,28,0,64,0,17,0,1,0,0,0,0,0
/s/itr-form-download,"3,065",11,63,0,52,2,99,0,25,0,193,0,2,0,2,0
/s/gst-invoice,"3,061",1,420,0,44,0,45,0,36,0,0,0,0,0,0,0
/s/accounting-entries-under-gst,"3,060",,14,,0,,44,,9,,0,,0,,0,
/s/salary-slip-format-sample-download,"3,060",8,117,0,99,1,231,2,23,0,1,0,0,0,0,0
/s/caught-error-description-as-null-in-income-tax-portal,"3,048",4,28,1,16,0,9,0,8,0,195,0,5,0,0,0
/s/manufacturing-services-gst-rates-sac-code-9988,"3,035",,97,,0,,0,,0,,0,,0,,0,
/s/how-to-file-itr-for-pensioners,"3,025",7,40,1,81,0,58,0,16,1,397,1,4,0,0,0
/s/steps-claim-interest-home-loan-deduction,"3,025",3,16,0,22,0,15,0,7,0,268,0,2,1,1,0
/s/section-90-90a-91-of-income-tax-act,"3,014",2,14,0,8,0,13,0,8,0,227,0,1,0,0,0
/s/form-10f-income-tax,"3,012",6,81,1,58,0,19,0,14,0,218,0,0,0,0,0
/s/bank-of-baroda-balance-check-number,"3,011",5,48,0,24,1,187,2,7,2,450,0,0,0,0,0
/s/section-269ss-269t,"2,981",,15,,13,,19,,9,,403,,5,,1,
/s/pan-2-0,"2,979",13,75,0,125,1,414,3,19,0,375,2,1,0,0,0
/s/msme-loan-scheme-2020,"2,950",1,43,0,48,0,103,0,12,0,823,0,5,0,0,0
/s/pm-kisan-rejected-list,"2,948",31,175,2,180,1,373,3,28,0,612,0,4,0,0,0
/s/difference-between-public-sector-and-private-sector-banks,"2,945",,15,,25,,22,,7,,563,,1,,0,
/s/taxation-of-foreign-source-income,"2,938",8,16,0,16,0,13,0,4,0,370,0,3,1,2,0
/s/gstr-10-gst-final-return,"2,937",1,26,0,24,0,25,0,11,0,0,0,0,0,0,0
/s/msme-registration-india,"2,929",3,106,0,30,0,117,2,16,0,0,0,3,0,1,0
/s/mahila-samman-saving-certificate,"2,920",1,8,0,16,0,59,0,16,0,509,0,2,0,0,0
/s/sbi-amrit-vrishti-scheme,"2,917",1,13,0,27,0,49,0,11,0,779,0,2,0,0,0
/s/itr-1-vs-itr-4,"2,910",3,39,0,38,0,44,0,13,0,482,1,6,0,2,0
/s/aadhaar-bank-link-status-check,"2,908",23,227,3,195,3,535,3,50,1,454,2,2,0,0,0
/s/court-marriage-process,"2,908",2,19,0,31,0,92,1,8,0,695,1,3,0,0,0
/s/tax-on-bonds,"2,908",4,27,0,24,0,15,0,1,0,435,2,1,0,0,0
/s/section-115-baa-tax-rate-domestic-companies,"2,890",1,18,0,20,0,6,0,4,0,0,0,2,0,0,0
/s/uco-bank-balance-check-number,"2,886",5,55,0,63,1,120,1,15,0,476,3,5,0,0,0
/s/tax-planning-under-mat,"2,880",3,9,0,15,0,9,0,7,0,0,0,0,0,1,0
/s/income-tax-act-1961,"2,878",4,50,0,56,1,79,0,33,0,360,0,3,0,0,0
/s/minimum-wages-in-india,"2,868",1,55,0,1,0,54,0,0,0,4,0,0,0,0,0
/s/place-of-supply-of-goods,"2,867",2,23,1,12,0,14,0,12,0,0,0,0,0,0,0
/s/list-of-services-under-rcm-in-gst,"2,857",2,26,0,12,0,20,0,8,0,0,0,0,0,0,0
/s/indiramma-housing-scheme-telangana,"2,850",14,87,0,59,1,224,2,19,0,317,2,2,0,0,0
/s/form-10c,"2,850",3,32,0,50,0,118,1,11,0,471,1,4,0,0,0
/s/rent-control-act,"2,845",3,10,0,5,0,32,0,6,0,661,1,0,0,0,0
/s/how-to-transfer-voter-id-card-after-marriage-online,"2,842",1,63,0,21,0,105,0,8,0,716,0,4,0,0,0
/s/gst-number-search-by-pan,"2,840",4,80,1,62,0,718,1,33,0,0,0,0,0,0,0
/s/sbi-home-loan-statement,"2,837",,92,,14,,59,,13,,296,,0,,0,
/s/stamp-duty-and-registration-charges-in-haryana,"2,828",1,17,0,0,0,37,0,11,0,497,0,0,0,0,0
/s/sbi-netbanking,"2,826",9,107,1,25,0,221,1,51,1,435,0,1,0,0,0
/s/bihar-labour-card,"2,824",21,497,3,85,0,326,1,75,1,325,1,1,0,0,0
/s/56th-gst-council-meet-news,"2,814",,44,,0,,20,,9,,0,,0,,0,
/s/gpf-account-balance-check,"2,811",13,249,0,79,2,367,3,43,0,297,0,9,0,0,0
/s/can-you-save-tax-by-transferring-money-to-wife-account,"2,810",3,13,0,25,0,15,0,6,0,682,1,4,0,0,0
/s/sbi-savings-account-opening,"2,807",13,142,0,86,1,373,2,46,0,511,2,3,0,0,0
/s/how-to-get-tan-number,"2,800",13,70,0,48,1,60,0,10,0,1,0,1,0,1,0
/s/what-happens-if-pan-card-is-not-linked-to-aadhaar-card,"2,799",5,27,0,35,1,129,0,10,0,341,0,5,0,1,0
/s/self-assessment-tax-payment,"2,795",2,38,0,3,0,243,0,8,0,229,0,4,0,0,0
/s/schedule-112a-scrip-wise-reporting-capital-gains-listed-equity-shares-units,"2,789",4,19,0,6,0,16,0,4,0,206,0,8,0,0,0
/s/who-can-claim-deduction-under-section-80dd,"2,783",3,10,0,8,0,8,0,12,0,225,0,4,0,0,0
/s/notice-section-148-income-tax-act,"2,778",2,9,0,16,0,8,0,5,0,367,1,7,0,1,0
/s/income-certificate-format-download,"2,775",1,51,0,55,0,171,0,30,0,285,0,3,0,0,0
/s/delhi-government-holiday-list-2025,"2,775",1,7,0,4,0,25,0,2,0,221,0,4,0,0,0
/s/leasing-rental-services-gst-rates-sac-code-9973,"2,775",,50,,0,,0,,4,,0,,0,,0,
/s/tax-filing-security-traders,"2,770",4,64,1,29,1,62,0,20,1,321,0,10,0,2,0
/s/section-48-of-income-tax-act,"2,763",,7,,15,,7,,6,,153,,1,,0,
/s/chapter-49-printed-books-newspapers-pictures-manuscripts-typescripts-plans-gst-rate-hsn-code,"2,759",1,14,1,0,0,0,0,7,0,0,0,0,0,0,0
/s/sbi-zero-balance-account,"2,754",12,154,0,96,2,490,0,51,0,483,1,5,0,0,0
/s/what-is-mpin-number,"2,754",9,50,2,58,2,186,0,18,0,504,1,2,0,0,0
/s/unit-linked-insurance-plan-taxation-rules,"2,754",2,15,1,35,0,19,0,5,0,523,0,1,0,0,0
/s/gpay-limit-per-day,"2,749",3,30,0,49,2,43,1,24,0,497,0,2,0,0,0
/s/gold-making-charges,"2,746",3,10,0,23,0,44,0,14,0,518,2,2,0,0,0
/s/how-to-calculate-capital-gains-tax-on-sale-of-inherited-property,"2,745",4,9,0,32,0,24,0,7,0,658,2,8,0,0,0
/s/esi-calculation,"2,743",,23,,25,,40,,23,,0,,0,,0,
/s/gst-on-tours-travels,"2,727",,20,,14,,12,,12,,0,,0,,0,
/s/abc-id-card,"2,722",12,183,2,54,1,308,1,8,0,273,0,1,0,0,0
/s/section-80iac-of-income-tax-act,"2,720",,28,,32,,20,,11,,216,,7,,0,
/s/charitable-trusts-ngo-income-tax-benefits,"2,715",3,8,0,21,0,36,0,10,0,386,0,2,0,1,0
/s/e-kyc-aadhaar,"2,715",14,184,2,151,0,425,0,42,0,287,0,2,0,0,0
/s/itr-1-validation-rules-ay-2025-26,"2,714",,22,,0,,17,,0,,213,,3,,2,
/s/section-43b-income-tax-act,"2,704",,9,,20,,8,,6,,0,,0,,0,
/s/nre-nro-accounts,"2,698",1,16,0,19,0,7,0,10,0,435,0,7,0,0,0
/s/flat-vs-reducing-interest-rate-calculator,"2,697",2,56,0,2,0,213,1,10,0,667,0,0,0,0,0
/s/epfo,"2,691",6,137,0,42,0,112,0,28,1,241,0,1,0,1,0
/s/taxes-on-lottery-puzzles-game-shows,"2,689",2,11,0,28,1,20,0,8,0,245,0,7,0,1,0
/s/profit-loss-statement,"2,686",1,38,0,27,1,35,0,13,0,0,0,0,0,0,0
/s/section-74-of-cgst-act,"2,683",2,18,0,24,0,13,0,10,0,287,0,2,0,0,0
/s/rcm-renting-vehicles-gst,"2,680",1,5,0,12,0,9,0,4,0,0,0,0,0,0,0
/s/capital-gains-gifted-assets,"2,677",3,12,0,13,0,36,0,13,0,449,0,9,0,0,0
/s/professional-tax-tamil-nadu,"2,668",2,14,0,24,0,20,0,13,0,254,0,5,0,0,0
/s/lowest-home-loan-interest-rate,"2,664",1,21,1,13,0,36,0,27,0,357,0,1,0,0,0
/s/telangana-government-holiday-list-2025,"2,662",5,16,0,5,0,37,0,4,0,260,1,7,0,0,0
/s/haryana-ration-card,"2,658",17,86,1,103,1,265,3,28,0,200,1,1,0,0,0
/s/pradhan-mantri-vishwakarma-scheme,"2,645",4,119,1,208,0,503,0,41,0,558,0,4,0,0,0
/s/time-limit-for-e-way-bill-generation,"2,639",1,18,0,0,0,23,0,5,0,0,0,0,0,0,0
/s/rent-free-accommodation,"2,634",2,11,0,21,0,27,0,5,0,378,0,2,0,0,0
/s/sbi-mobile-number-change,"2,601",12,169,1,98,1,306,1,41,0,568,2,2,0,0,0
/s/what-is-nil-tax-return,"2,601",7,33,2,24,0,55,1,16,0,313,0,3,0,1,0
/s/tnreginet-guideline-value,"2,598",10,88,1,15,0,126,1,15,0,253,0,5,0,0,0
/s/gst-calendar,"2,595",1,301,0,9,0,32,0,11,1,0,0,0,0,0,0
/s/cancellation-gst-registration,"2,589",30,9,0,18,0,43,0,11,0,0,0,0,0,0,0
/s/tds-calculator,"2,589",1,19,0,3,0,0,0,0,0,110,0,0,0,0,0
/s/rental-income-tax-implications-house-property-vs-business-profits,"2,587",1,10,1,8,0,11,0,8,0,411,0,3,0,0,0
/s/fssai-license-number-check-online,"2,571",5,61,0,21,1,117,0,25,1,1,0,2,0,0,0
/s/epf-interest-rate,"2,570",1,14,0,7,0,15,0,59,0,241,0,1,0,2,0
/s/debit-note-vs-credit-note,"2,557",1,14,0,14,0,34,0,20,1,0,0,0,0,0,0
/s/stamp-duty-and-registration-charges,"2,546",1,30,0,2,0,31,0,3,0,248,1,1,0,0,0
/s/gst-housing-maintenance-charges,"2,538",1,11,0,26,0,27,0,6,0,0,0,0,0,0,0
/s/partner-getsimpl/index.html,"2,537",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/s/section-194n,"2,532",2,14,0,37,0,22,0,10,0,1,0,1,0,0,0
/s/check-voter-id-card-status,"2,528",8,99,0,139,3,199,3,23,0,234,0,0,0,0,0
/s/how-to-open-json-file-income-tax,"2,516",6,35,0,34,0,26,0,30,0,212,0,5,0,0,0
/s/ngo-darpan-registration,"2,515",4,354,0,111,1,64,0,17,0,1,0,0,0,2,0
/s/pan-card-customer-care,"2,505",6,29,0,84,1,111,0,15,0,322,2,2,0,1,0
/s/how-to-delete-phonepe-transaction-history,"2,503",5,39,0,27,0,147,2,9,0,393,2,1,0,0,0
/s/form-13-tds-deduction,"2,501",1,10,0,16,1,22,0,13,0,0,0,0,0,0,0
/s/gst-notices,"2,480",,20,,48,,26,,9,,280,,6,,0,
/s/how-to-check-passport-tracking-status,"2,479",9,53,0,28,0,420,3,34,0,183,0,3,0,0,0
/s/calculate-capital-gains-from-us-stocks,"2,477",4,11,0,20,0,6,0,5,0,295,0,5,0,0,0
/s/itc-rules-capital-goods-gst,"2,473",1,5,0,10,0,4,0,6,0,0,0,0,0,0,0
/s/revocation-cancellation-gst-registration,"2,472",,16,,50,,42,,8,,0,,0,,0,
/s/section-56-of-the-income-tax-act,"2,467",1,7,0,8,0,4,0,6,0,283,0,3,0,0,0
/s/pan-card-status,"2,457",30,144,0,138,0,402,0,52,2,398,0,4,0,0,0
/s/advance-received-under-gst,"2,455",,9,,26,,17,,6,,0,,0,,0,
/s/toll-tax-in-india,"2,448",2,11,0,20,2,78,0,6,0,574,0,2,0,0,0
/s/sole-proprietorship,"2,443",4,76,2,54,0,98,0,14,0,0,0,0,0,0,0
/s/form-15ca-15cb-under-rule-37bb,"2,437",,6,,6,,8,,5,,241,,6,,0,
/s/tax-on-liquid-funds,"2,437",2,16,0,8,0,10,0,3,0,423,0,3,0,0,0
/s/corporate-tax,"2,435",,46,,36,,32,,22,,0,,0,,0,
/s/income-tax-notice,"2,432",1,42,0,31,0,70,1,12,0,310,0,2,0,2,0
/s/computer-laptop-printer-depreciation-rate,"2,421",,15,,4,,9,,69,,127,,1,,2,
/s/vpf-calculator,"2,412",1,39,0,2,0,147,0,13,0,435,0,1,0,0,0
/s/chapter-30-pharmaceutical-products-gst-rate-hsn-code,"2,412",,19,,0,,0,,2,,0,,0,,0,
/s/memorandum-of-association-moa,"2,411",2,47,0,17,0,58,1,11,0,0,0,0,0,0,0
/s/how-to-download-and-fill-form-26qb,"2,409",28,32,0,31,0,35,0,3,0,242,0,6,0,2,0
/s/ltcg-tax-savings,"2,408",4,16,0,20,0,16,0,3,1,490,1,0,0,0,0
/s/amt-alternative-minimum-tax,"2,408",2,4,0,3,0,16,0,6,0,204,0,3,0,3,0
/s/income-tax-site-not-working,"2,408",4,69,0,43,0,42,0,14,0,149,0,4,0,1,0
/s/deemed-dividend,"2,406",1,4,0,4,0,14,0,7,0,250,0,3,0,0,0
/s/nri-owned-rental-property-tds,"2,405",5,18,1,15,0,9,0,4,0,0,0,0,0,0,0
/s/national-securities-depository-limited-nsdl-ipo-gmp,"2,398",2,16,1,5,1,23,0,0,0,362,0,0,0,0,0
/s/section-73-of-cgst-act,"2,397",4,12,0,48,0,3,0,19,0,217,2,2,0,0,0
/s/income-tax-grievance,"2,395",5,99,0,11,0,139,1,14,0,261,2,1,0,0,0
/s/interest-on-income-tax-refund,"2,385",,1,,9,,12,,5,,210,,0,,1,
/s/tax-on-consultancy-services,"2,381",2,9,0,32,0,19,0,2,0,380,0,5,0,1,0
/s/gstr-2b,"2,378",2,26,0,45,0,24,0,14,1,0,0,0,0,0,0
/s/are-stipends-taxable,"2,359",1,9,0,28,0,10,0,7,0,273,0,6,0,0,0
/s/upi-complaint,"2,353",30,88,1,106,2,334,6,9,0,291,2,2,1,0,0
/s/what-is-pension-payment-order,"2,348",10,70,1,71,1,176,1,22,0,358,1,6,0,0,0
/s/sodexo-meal-card-tax-exemption-benefits,"2,348",,10,,8,,21,,4,,169,,2,,0,
/s/union-bank-gold-loan-interest-rate,"2,346",6,21,0,15,0,25,0,10,1,623,3,0,0,0,0
/s/nic-code,"2,346",2,29,0,205,2,115,0,5,0,0,0,1,0,0,0
/s/gst-old-and-used-refurbished-car,"2,336",,3,,14,,12,,9,,0,,0,,0,
/s/product-support,"2,335",11,357,7,0,0,0,0,0,0,0,0,0,0,0,0
/s/roc-compliance-calendar,"2,334",2,21,0,14,1,9,0,16,0,0,0,1,0,0,0
/s/professional-tax-kerala,"2,333",1,24,0,25,0,21,0,10,0,379,0,3,0,3,0
/s/partner-tata-neucard,"2,330",63,353,1,0,0,0,0,14,0,0,0,0,0,0,0
/s/gst-educational-institutions,"2,330",,9,,8,,19,,6,,0,,0,,0,
/s/limited-liability-partnership-registration-procedure-india,"2,329",2,41,0,76,1,65,0,20,0,2,0,0,0,1,0
/s/online-epf-transfer-procedure,"2,329",6,49,0,33,1,44,0,11,1,243,0,2,0,0,0
/s/download-fssai-certificate,"2,329",8,142,0,38,1,166,2,24,1,1,0,0,0,0,0
/s/cost-of-acquisition-section-49,"2,326",1,18,0,9,0,4,0,10,0,162,0,3,0,0,0
/s/other-furniture-gst-rates-hsn-code-9403,"2,322",,51,,0,,0,,2,,0,,0,,0,
/s/indian-overseas-bank-gold-loan-interest-rate,"2,313",,14,,11,,37,,5,,551,,0,,0,
/s/how-to-transfer-money-from-credit-card-to-bank-acccount,"2,312",6,20,0,28,0,24,0,8,0,362,1,2,0,0,0
/s/future-value-calculator,"2,311",,22,,3,,216,,3,,269,,1,,0,
/s/digital-voter-id-card,"2,306",11,126,1,183,3,412,1,41,1,436,2,1,0,0,0
/s/tax-implications-indian-residents-investing-us-stock-markets,"2,305",,22,,20,,5,,4,,286,,1,,0,
/s/bank-holidays-2025-west-bengal,"2,304",,1,,0,,21,,10,,339,,0,,0,
/s/lumpsum-calculator,"2,304",2,50,1,3,0,185,0,11,0,751,0,5,0,0,0
/s/rule-37-of-cgst-sgst-rules-itc-reversal-180-days,"2,301",1,6,0,20,0,16,0,10,0,0,0,0,0,0,0
/s/how-to-close-hdfc-bank-account-online-offline,"2,297",4,5,0,13,0,163,2,7,0,338,0,0,0,0,0
/s/section-89a,"2,295",,18,,6,,13,,13,,96,,1,,0,
/s/gst-form-drc-03,"2,293",2,9,0,18,0,20,0,8,0,180,0,0,0,0,0
/s/sbi-dd-charges,"2,293",1,4,0,4,0,21,1,7,0,377,0,1,0,0,0
/s/file-income-tax-return-for-deceased-by-legal-heir,"2,290",4,25,0,28,0,25,0,4,0,402,3,3,0,0,0
/s/bank-locker-charges,"2,283",1,24,0,11,0,21,0,5,0,437,0,2,0,0,0
/s/link-adhaar-to-mobile,"2,265",12,125,1,131,1,364,1,14,0,237,0,5,0,1,0
/s/cm-kisan-yojana-odisha,"2,264",4,73,0,38,1,278,2,29,0,426,1,4,0,0,0
/s/vehicle-rental-services-gst-rates-sac-code-9966,"2,262",,14,,0,,0,,3,,0,,0,,0,
/s/gst-b2c-b2b-large-small-invoice,"2,258",2,10,0,2,0,14,0,6,0,0,0,0,0,0,0
/s/esi-rate,"2,254",2,16,0,25,0,16,0,6,0,0,0,0,0,0,0
/s/rbi-floating-bond-interest-rates,"2,247",3,23,0,16,0,23,0,6,0,587,1,5,0,0,0
/s/sbi-current-account,"2,246",2,40,0,5,0,56,0,9,0,625,0,2,0,0,0
/s/itr-due-date-extension-2025,"2,237",2,41,0,0,0,14,0,1,0,158,0,4,0,1,0
/s/how-to-save-tax-for-salary-above-15-lakhs,"2,235",1,24,0,6,0,23,1,8,0,321,0,0,0,10,0
/s/claim-hra-deduction-home-loan-interest,"2,234",1,9,0,11,0,12,0,2,0,278,0,4,0,1,0
/s/faqs-on-the-real-estate-sector-under-gst,"2,222",1,10,0,16,0,14,0,14,0,0,0,0,0,0,0
/s/epfo-kyc-update-online,"2,216",14,180,0,42,0,349,4,23,1,183,0,3,0,0,0
/s/tds-on-advertisement,"2,209",,12,,11,,3,,2,,0,,0,,0,
/s/ponmagan-scheme-in-post-office,"2,207",,13,,14,,36,,7,,433,,2,,0,
/s/delivery-challan-format,"2,204",1,18,0,1,0,36,0,11,0,0,0,2,1,0,0
/s/bonafide-certificate-format-download,"2,198",1,7,0,41,0,67,0,18,0,144,0,1,0,0,0
/s/bill-to-ship-to-gst-eway-bill,"2,182",,6,,66,,25,,4,,0,,0,,0,
/s/passport-fees-in-india,"2,180",3,16,0,0,0,98,0,8,0,337,0,3,1,0,0
/s/how-to-file-gst-return,"2,179",3,93,0,108,0,104,1,30,0,0,0,0,0,0,0
/s/wrong-upi-transaction,"2,177",7,22,2,72,0,227,1,4,0,347,1,4,0,0,0
/s/kotak-mahindra-bank-savings-account,"2,176",1,14,0,7,0,19,0,5,0,327,0,0,0,0,0
/s/offences-and-penalties-gst,"2,168",,18,,24,,66,,15,,0,,0,,0,
/s/gst-eway-bill-exempted-goods,"2,166",,18,,26,,16,,8,,0,,0,,0,
/s/gst-on-milk-paneer-curd,"2,165",1,19,0,8,0,10,0,6,0,0,0,0,0,0,0
/s/pf-withdrawal-rules-after-resignation,"2,156",1,14,0,23,0,31,0,8,1,378,0,0,0,0,0
/s/partnership-firm-pan-cards,"2,153",1,32,0,20,0,30,0,7,0,254,0,6,0,0,0
/s/impact-of-gst-hospitality-industry,"2,146",1,11,0,0,0,17,0,7,0,0,0,0,0,0,0
/s/gst-changes-from-april-2025,"2,128",3,51,0,62,0,8,0,12,0,0,0,0,0,0,0
/s/full-list-of-schemes-announced-in-budget-2025-by-finance-minister,"2,128",1,14,0,22,0,50,0,6,0,349,0,3,0,0,0
/s/land-and-building-depreciation-rate,"2,123",2,2,0,6,0,9,0,6,0,220,0,4,0,1,0
/s/best-days-to-buy-gold,"2,121",,6,,2,,15,,5,,297,,0,,0,
/s/chapter-39-plastics-gst-rate-hsn-code,"2,120",1,11,0,0,0,0,0,6,1,0,0,0,0,0,0
/s/how-to-save-tax-for-salary-above-50-lakhs,"2,118",,5,,13,,14,,4,,226,,1,,4,
/s/rajasthan-ration-card,"2,114",5,107,0,89,2,310,1,17,0,152,0,1,0,0,0
/s/ysr-rythu-bharosa-scheme,"2,114",2,57,0,43,0,115,0,12,0,202,0,5,0,0,0
/s/details-mentioned-return-gstr-1,"2,112",,21,,8,,13,,2,,0,,0,,0,
/s/filing-e-form-15ca-and-15cb,"2,112",4,17,0,11,0,19,0,4,0,242,0,1,0,0,0
/s/money-debited-from-my-account-without-permission,"2,110",2,14,0,82,0,140,0,10,0,412,1,3,0,0,0
/s/stamp-duty-and-registration-charges-in-gujarat,"2,110",5,22,0,1,0,25,0,8,0,237,0,3,0,0,0
/s/stamp-duty-and-registration-charges-in-punjab,"2,109",3,23,0,1,0,40,0,2,0,429,0,1,0,0,0
/s/capital-gains-calculation-base-year-shift,"2,107",1,6,0,20,0,15,0,7,0,312,0,4,0,0,0
/s/tax-audit-form-3ca-3cb-3cd-3ce,"2,106",1,38,0,21,0,11,0,9,0,257,0,6,0,4,0
/s/company-registration-status-mca,"2,097",3,75,1,37,0,68,0,9,1,0,0,1,0,0,0
/s/fssai-registration,"2,096",33,66,0,26,0,118,0,14,0,1,0,1,0,0,0
/s/tan-registration-how-to-activate-tan-user-id-in-income-tax-portal,"2,086",7,44,0,23,0,4,0,7,0,1,0,0,0,1,0
/s/list-of-tax-free-bonds,"2,078",2,33,0,20,0,24,0,7,0,413,0,3,0,0,0
/s/belated-return-not-filed-your-income-tax-return,"2,073",1,13,0,23,0,9,0,7,0,242,0,2,0,0,0
/s/refund-process-under-gst,"2,067",2,18,0,12,0,23,0,11,0,0,0,0,0,0,0
/s/disadvantages-of-senior-citizen-savings-scheme,"2,062",,7,,22,,12,,7,,90,,6,,0,
/s/lic-policy-status-check,"2,058",8,168,1,69,1,123,1,14,0,224,1,1,0,0,0
/s/income-tax-for-freelancers,"2,042",2,33,0,41,0,24,0,6,0,224,0,2,0,1,0
/s/address-proof-documents,"2,036",2,16,0,0,0,38,0,9,0,290,1,1,0,0,0
/s/nps-vatsalya-scheme,"2,030",1,7,0,18,0,34,1,3,0,533,0,1,0,1,0
/s/guide-to-gstr1-filing,"2,028",3,107,0,16,0,34,0,21,0,0,0,0,0,0,0
/s/business-ideas-for-teens,"2,027",1,45,1,16,0,37,0,7,0,0,0,0,0,0,0
/s/income-tax-high-value-transactions-submit-response-under-e-campaign-compliance-portal,"2,027",1,32,0,12,0,46,0,41,0,323,0,0,0,1,0
/s/labour-welfare-fund,"2,022",,42,,24,,21,,16,,0,,0,,0,
/s/pan-card-status-check-by-mobile-number,"2,019",22,99,0,172,1,386,2,26,0,165,0,0,0,0,0
